Order date,Purchaser country,Event name,Event ID,Event start date,Event start time,Event timezone,Event location,Ticket quantity,Ticket tier,Ticket type,Currency,Ticket price,Guest
2022-08-26 16:55:27,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-08-30 19:57:47,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Industry,GBP,170.0,No
2022-09-01 12:40:31,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-01 14:12:17,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,0.0,No
2022-09-05 15:57:14,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-05 16:31:25,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Industry,GBP,170.0,No
2022-09-06 20:14:51,US,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Industry,GBP,170.0,No
2022-09-09 13:12:11,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-09 15:33:42,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-12 12:13:43,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-13 10:42:38,FR,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-13 11:51:18,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-13 12:21:43,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-13 15:08:22,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-14 08:49:38,AU,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-14 10:29:10,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-14 13:19:30,DE,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-14 16:31:59,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-15 09:09:49,SE,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
